ego,alter,edge_id
108080,124750,com_0002
108080,124970,com_0002
108080,124689,com_0002
108080,125110,com_0002
108080,96718,com_0002
108080,4319,com_0002
108080,28233,com_0002
108080,4516,com_0002
108080,96776,com_0002
108080,124952,com_0002
108080,124809,com_0002
108080,96754,com_0002
2025,124989,com_0002
2025,96940,com_0002
2025,124823,com_0002
2025,102886,com_0002
2025,96842,com_0002
2025,124929,com_0002
2025,28257,com_0002
2025,124770,com_0002
2025,124807,com_0002
2025,125044,com_0002
2025,96956,com_0002
2025,96868,com_0002
2025,97014,com_0002
2025,23699,com_0002
