level_0,index,mep_id,last_name,first_name_y,gender,country,term_number,year,group,position,section,description,ep_president,ep_vp,ep_quaestor
2546,119334,124970,DALLI,Miriam,woman,Malta,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,"Committee on Civil Liberties, Justice and Home Affairs",0,0,0
2547,119335,124970,DALLI,Miriam,woman,Malta,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,"Committee on Civil Liberties, Justice and Home Affairs",0,0,0
2554,119342,124970,DALLI,Miriam,woman,Malta,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,"Committee on Industry, Research and Energy",0,0,0
2555,119343,124970,DALLI,Miriam,woman,Malta,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,"Committee on Industry, Research and Energy",0,0,0
2562,119350,124970,DALLI,Miriam,woman,Malta,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee on Petitions,0,0,0
2563,119351,124970,DALLI,Miriam,woman,Malta,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee on Petitions,0,0,0
2568,119356,124970,DALLI,Miriam,woman,Malta,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
2569,119357,124970,DALLI,Miriam,woman,Malta,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
2577,119365,124970,DALLI,Miriam,woman,Malta,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Delegation for relations with the Maghreb countries and the Arab Maghreb Union,0,0,0
2578,119366,124970,DALLI,Miriam,woman,Malta,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Delegation for relations with the Maghreb countries and the Arab Maghreb Union,0,0,0
2586,119374,124970,DALLI,Miriam,woman,Malta,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,"Delegation to the EU-Armenia Parliamentary Partnership Committee, EU-Azerbaijan Parliamentary Cooperation Committee and the EU-Georgia Parliamentary Association Committee",0,0,0
2587,119375,124970,DALLI,Miriam,woman,Malta,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,"Delegation to the EU-Armenia Parliamentary Partnership Committee, EU-Azerbaijan Parliamentary Cooperation Committee and the EU-Georgia Parliamentary Association Committee",0,0,0
2593,122049,124689,SYLIKIOTIS,Neoklis,man,Cyprus,8,2016.0,Confederal Group of the European United Left Nordic Green Left,Vice Chair,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2594,122050,124689,SYLIKIOTIS,Neoklis,man,Cyprus,8,2017.0,Confederal Group of the European United Left Nordic Green Left,Vice Chair,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2597,122053,124689,SYLIKIOTIS,Neoklis,man,Cyprus,8,2016.0,Confederal Group of the European United Left Nordic Green Left,Vice Chair,Substitute,Committee on Employment and Social Affairs,0,0,0
2598,122054,124689,SYLIKIOTIS,Neoklis,man,Cyprus,8,2017.0,Confederal Group of the European United Left Nordic Green Left,Vice Chair,Substitute,Committee on Employment and Social Affairs,0,0,0
2603,122059,124689,SYLIKIOTIS,Neoklis,man,Cyprus,8,2016.0,Confederal Group of the European United Left Nordic Green Left,Vice Chair,Member,"Committee on Industry, Research and Energy",0,0,0
2604,122060,124689,SYLIKIOTIS,Neoklis,man,Cyprus,8,2017.0,Confederal Group of the European United Left Nordic Green Left,Vice Chair,Member,"Committee on Industry, Research and Energy",0,0,0
2607,122063,124689,SYLIKIOTIS,Neoklis,man,Cyprus,8,2017.0,Confederal Group of the European United Left Nordic Green Left,Vice Chair,Member,Conference of Delegation Chairs,0,0,0
2612,122068,124689,SYLIKIOTIS,Neoklis,man,Cyprus,8,2016.0,Confederal Group of the European United Left Nordic Green Left,Vice Chair,Member,Delegation for relations with Palestine,0,0,0
2613,122069,124689,SYLIKIOTIS,Neoklis,man,Cyprus,8,2017.0,Confederal Group of the European United Left Nordic Green Left,Vice Chair,Chair,Delegation for relations with Palestine,0,0,0
2618,122074,124689,SYLIKIOTIS,Neoklis,man,Cyprus,8,2016.0,Confederal Group of the European United Left Nordic Green Left,Vice Chair,Substitute,Delegation to the ACP-EU Joint Parliamentary Assembly,0,0,0
2619,122075,124689,SYLIKIOTIS,Neoklis,man,Cyprus,8,2017.0,Confederal Group of the European United Left Nordic Green Left,Vice Chair,Substitute,Delegation to the ACP-EU Joint Parliamentary Assembly,0,0,0
2624,122080,124689,SYLIKIOTIS,Neoklis,man,Cyprus,8,2016.0,Confederal Group of the European United Left Nordic Green Left,Vice Chair,Substitute,Delegation to the Parliamentary Assembly of the Union for the Mediterranean,0,0,0
2625,122081,124689,SYLIKIOTIS,Neoklis,man,Cyprus,8,2017.0,Confederal Group of the European United Left Nordic Green Left,Vice Chair,Substitute,Delegation to the Parliamentary Assembly of the Union for the Mediterranean,0,0,0
2628,124118,125110,ANDROULAKIS,Nikos,man,Greece,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2629,124119,125110,ANDROULAKIS,Nikos,man,Greece,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2630,124120,125110,ANDROULAKIS,Nikos,man,Greece,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Committee on Agriculture and Rural Development,0,0,0
2640,124130,125110,ANDROULAKIS,Nikos,man,Greece,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee on Foreign Affairs,0,0,0
2641,124131,125110,ANDROULAKIS,Nikos,man,Greece,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee on Foreign Affairs,0,0,0
2655,124145,125110,ANDROULAKIS,Nikos,man,Greece,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,"Committee on the Environment, Public Health and Food Safety",0,0,0
2656,124146,125110,ANDROULAKIS,Nikos,man,Greece,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,"Committee on the Environment, Public Health and Food Safety",0,0,0
2671,124161,125110,ANDROULAKIS,Nikos,man,Greece,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Delegation for relations with the People's Republic of China,0,0,0
2672,124162,125110,ANDROULAKIS,Nikos,man,Greece,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Delegation for relations with the People's Republic of China,0,0,0
2682,124172,125110,ANDROULAKIS,Nikos,man,Greece,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Delegation to the Euro-Latin American Parliamentary Assembly,0,0,0
2683,124173,125110,ANDROULAKIS,Nikos,man,Greece,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Delegation to the Euro-Latin American Parliamentary Assembly,0,0,0
2700,124190,125110,ANDROULAKIS,Nikos,man,Greece,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Subcommittee on Human Rights,0,0,0
2701,124191,125110,ANDROULAKIS,Nikos,man,Greece,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Subcommittee on Human Rights,0,0,0
2706,124196,125110,ANDROULAKIS,Nikos,man,Greece,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Subcommittee on Security and Defence,0,0,0
2707,124197,125110,ANDROULAKIS,Nikos,man,Greece,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Subcommittee on Security and Defence,0,0,0
2715,125787,96718,SEHNALOVA,Olga,woman,Czechia,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2716,125788,96718,SEHNALOVA,Olga,woman,Czechia,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2731,125803,96718,SEHNALOVA,Olga,woman,Czechia,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee on the Internal Market and Consumer Protection,0,0,0
2732,125804,96718,SEHNALOVA,Olga,woman,Czechia,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee on the Internal Market and Consumer Protection,0,0,0
2743,125815,96718,SEHNALOVA,Olga,woman,Czechia,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Committee on Transport and Tourism,0,0,0
2744,125816,96718,SEHNALOVA,Olga,woman,Czechia,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Committee on Transport and Tourism,0,0,0
2755,125827,96718,SEHNALOVA,Olga,woman,Czechia,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Vice Chair,Delegation for relations with Israel,0,0,0
2756,125828,96718,SEHNALOVA,Olga,woman,Czechia,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Vice Chair,Delegation for relations with Israel,0,0,0
2764,125836,96718,SEHNALOVA,Olga,woman,Czechia,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Delegation for relations with the countries of Southeast Asia and the Association of Southeast Asian Nations (ASEAN),0,0,0
2765,125837,96718,SEHNALOVA,Olga,woman,Czechia,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Delegation for relations with the countries of Southeast Asia and the Association of Southeast Asian Nations (ASEAN),0,0,0
2778,127193,96763,ZALBA BIDEGAIN,Pablo,man,Spain,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2779,127194,96763,ZALBA BIDEGAIN,Pablo,man,Spain,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,"Committee of Inquiry to investigate alleged contraventions and maladministration in the application of Union law in relation to money laundering, tax avoidance and tax evasion",0,0,0
2788,127203,96763,ZALBA BIDEGAIN,Pablo,man,Spain,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Vice Chair,Committee on Economic and Monetary Affairs,0,0,0
2797,127212,96763,ZALBA BIDEGAIN,Pablo,man,Spain,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on International Trade,0,0,0
2799,127214,96763,ZALBA BIDEGAIN,Pablo,man,Spain,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation for relations with the countries of the Andean Community,0,0,0
2818,127233,96763,ZALBA BIDEGAIN,Pablo,man,Spain,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation to the EU-Chile Joint Parliamentary Committee,0,0,0
2821,127236,96763,ZALBA BIDEGAIN,Pablo,man,Spain,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation to the Euro-Latin American Parliamentary Assembly,0,0,0
2824,127239,96763,ZALBA BIDEGAIN,Pablo,man,Spain,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Special Committee on Tax Rulings and Other Measures Similar in Nature or Effect (TAXE 2),0,0,0
2829,135001,4319,AYUSO,Pilar,woman,Spain,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2830,135002,4319,AYUSO,Pilar,woman,Spain,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2851,135023,4319,AYUSO,Pilar,woman,Spain,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Agriculture and Rural Development,0,0,0
2864,135036,4319,AYUSO,Pilar,woman,Spain,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,"Committee on Industry, Research and Energy",0,0,0
2865,135037,4319,AYUSO,Pilar,woman,Spain,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,"Committee on Industry, Research and Energy",0,0,0
2889,135061,4319,AYUSO,Pilar,woman,Spain,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
2890,135062,4319,AYUSO,Pilar,woman,Spain,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
2910,135082,4319,AYUSO,Pilar,woman,Spain,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation for relations with the countries of Central America,0,0,0
2911,135083,4319,AYUSO,Pilar,woman,Spain,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation for relations with the countries of Central America,0,0,0
2924,135096,4319,AYUSO,Pilar,woman,Spain,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation to the EU-Chile Joint Parliamentary Committee,0,0,0
2925,135097,4319,AYUSO,Pilar,woman,Spain,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation to the EU-Chile Joint Parliamentary Committee,0,0,0
2944,135116,4319,AYUSO,Pilar,woman,Spain,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation to the Euro-Latin American Parliamentary Assembly,0,0,0
2945,135117,4319,AYUSO,Pilar,woman,Spain,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation to the Euro-Latin American Parliamentary Assembly,0,0,0
2966,137939,28233,HARMS,Rebecca,woman,Germany,8,2016.0,Group of the Greens/European Free Alliance,Co Chair,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2967,137940,28233,HARMS,Rebecca,woman,Germany,8,2017.0,Group of the Greens/European Free Alliance,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2973,137946,28233,HARMS,Rebecca,woman,Germany,8,2016.0,Group of the Greens/European Free Alliance,Co Chair,Substitute,Committee on Foreign Affairs,0,0,0
2974,137947,28233,HARMS,Rebecca,woman,Germany,8,2017.0,Group of the Greens/European Free Alliance,Member,Substitute,Committee on Foreign Affairs,0,0,0
2991,137964,28233,HARMS,Rebecca,woman,Germany,8,2016.0,Group of the Greens/European Free Alliance,Co Chair,Substitute,"Committee on Industry, Research and Energy",0,0,0
2992,137965,28233,HARMS,Rebecca,woman,Germany,8,2017.0,Group of the Greens/European Free Alliance,Member,Member,"Committee on Industry, Research and Energy",0,0,0
3007,137980,28233,HARMS,Rebecca,woman,Germany,8,2017.0,Group of the Greens/European Free Alliance,Member,Substitute,"Committee on the Environment, Public Health and Food Safety",0,0,0
3010,137983,28233,HARMS,Rebecca,woman,Germany,8,2017.0,Group of the Greens/European Free Alliance,Member,Member,Conference of Delegation Chairs,0,0,0
3021,137994,28233,HARMS,Rebecca,woman,Germany,8,2016.0,Group of the Greens/European Free Alliance,Co Chair,Member,Conference of Presidents,0,0,0
3030,138003,28233,HARMS,Rebecca,woman,Germany,8,2016.0,Group of the Greens/European Free Alliance,Co Chair,Substitute,Delegation to the EU-Russia Parliamentary Cooperation Committee,0,0,0
3031,138004,28233,HARMS,Rebecca,woman,Germany,8,2017.0,Group of the Greens/European Free Alliance,Member,Member,Delegation to the EU-Russia Parliamentary Cooperation Committee,0,0,0
3036,138009,28233,HARMS,Rebecca,woman,Germany,8,2016.0,Group of the Greens/European Free Alliance,Co Chair,Member,Delegation to the EU-Ukraine Parliamentary Association Committee,0,0,0
3037,138010,28233,HARMS,Rebecca,woman,Germany,8,2017.0,Group of the Greens/European Free Alliance,Member,Member,Delegation to the EU-Ukraine Parliamentary Association Committee,0,0,0
3060,138033,28233,HARMS,Rebecca,woman,Germany,8,2016.0,Group of the Greens/European Free Alliance,Co Chair,Member,Delegation to the Euronest Parliamentary Assembly,0,0,0
3061,138034,28233,HARMS,Rebecca,woman,Germany,8,2017.0,Group of the Greens/European Free Alliance,Member,Chair,Delegation to the Euronest Parliamentary Assembly,0,0,0
3067,138659,124794,SERNAGIOTTO,Remo,man,Italy,8,2016.0,European Conservatives and Reformists Group,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
3068,138660,124794,SERNAGIOTTO,Remo,man,Italy,8,2017.0,European Conservatives and Reformists Group,Member,Substitute,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
3069,138661,124794,SERNAGIOTTO,Remo,man,Italy,8,2016.0,European Conservatives and Reformists Group,Member,Substitute,"Committee of Inquiry to investigate alleged contraventions and maladministration in the application of Union law in relation to money laundering, tax avoidance and tax evasion",0,0,0
3070,138662,124794,SERNAGIOTTO,Remo,man,Italy,8,2017.0,European Conservatives and Reformists Group,Member,Substitute,"Committee of Inquiry to investigate alleged contraventions and maladministration in the application of Union law in relation to money laundering, tax avoidance and tax evasion",0,0,0
3071,138663,124794,SERNAGIOTTO,Remo,man,Italy,8,2017.0,European Conservatives and Reformists Group,Member,Substitute,Committee on Culture and Education,0,0,0
3078,138670,124794,SERNAGIOTTO,Remo,man,Italy,8,2016.0,European Conservatives and Reformists Group,Member,Member,Committee on Fisheries,0,0,0
3079,138671,124794,SERNAGIOTTO,Remo,man,Italy,8,2017.0,European Conservatives and Reformists Group,Member,Member,Committee on Fisheries,0,0,0
3083,138675,124794,SERNAGIOTTO,Remo,man,Italy,8,2016.0,European Conservatives and Reformists Group,Member,Substitute,Committee on Regional Development,0,0,0
3084,138676,124794,SERNAGIOTTO,Remo,man,Italy,8,2017.0,European Conservatives and Reformists Group,Member,Substitute,Committee on Regional Development,0,0,0
3086,138678,124794,SERNAGIOTTO,Remo,man,Italy,8,2016.0,European Conservatives and Reformists Group,Member,Substitute,Delegation for relations with the Maghreb countries and the Arab Maghreb Union,0,0,0
3087,138679,124794,SERNAGIOTTO,Remo,man,Italy,8,2017.0,European Conservatives and Reformists Group,Member,Substitute,Delegation for relations with the Maghreb countries and the Arab Maghreb Union,0,0,0
3094,138686,124794,SERNAGIOTTO,Remo,man,Italy,8,2016.0,European Conservatives and Reformists Group,Member,Member,Delegation to the EU-Russia Parliamentary Cooperation Committee,0,0,0
3095,138687,124794,SERNAGIOTTO,Remo,man,Italy,8,2017.0,European Conservatives and Reformists Group,Member,Member,Delegation to the EU-Russia Parliamentary Cooperation Committee,0,0,0
3099,138691,124794,SERNAGIOTTO,Remo,man,Italy,8,2016.0,European Conservatives and Reformists Group,Member,Substitute,Delegation to the Parliamentary Assembly of the Union for the Mediterranean,0,0,0
3100,138692,124794,SERNAGIOTTO,Remo,man,Italy,8,2017.0,European Conservatives and Reformists Group,Member,Substitute,Delegation to the Parliamentary Assembly of the Union for the Mediterranean,0,0,0
3103,142751,4516,HELMER,Roger,man,United Kingdom,8,2016.0,Europe of Freedom and Direct Democracy Group,Chair of the Bureau,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
3104,142752,4516,HELMER,Roger,man,United Kingdom,8,2017.0,Europe of Freedom and Direct Democracy Group,Chair of the Bureau,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
3135,142783,4516,HELMER,Roger,man,United Kingdom,8,2016.0,Europe of Freedom and Direct Democracy Group,Chair of the Bureau,Member,"Committee on Industry, Research and Energy",0,0,0
3136,142784,4516,HELMER,Roger,man,United Kingdom,8,2017.0,Europe of Freedom and Direct Democracy Group,Chair of the Bureau,Member,"Committee on Industry, Research and Energy",0,0,0
3170,142818,4516,HELMER,Roger,man,United Kingdom,8,2016.0,Europe of Freedom and Direct Democracy Group,Chair of the Bureau,Substitute,Delegation for relations with the countries of Southeast Asia and the Association of Southeast Asian Nations (ASEAN),0,0,0
3171,142819,4516,HELMER,Roger,man,United Kingdom,8,2017.0,Europe of Freedom and Direct Democracy Group,Chair of the Bureau,Substitute,Delegation for relations with the countries of Southeast Asia and the Association of Southeast Asian Nations (ASEAN),0,0,0
3186,142834,4516,HELMER,Roger,man,United Kingdom,8,2016.0,Europe of Freedom and Direct Democracy Group,Chair of the Bureau,Substitute,Delegation for relations with the Korean Peninsula,0,0,0
3187,142835,4516,HELMER,Roger,man,United Kingdom,8,2017.0,Europe of Freedom and Direct Democracy Group,Chair of the Bureau,Substitute,Delegation for relations with the Korean Peninsula,0,0,0
3207,144271,96776,THUN UND HOHENSTEIN,Roza,woman,Poland,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
3208,144272,96776,THUN UND HOHENSTEIN,Roza,woman,Poland,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
3213,144277,96776,THUN UND HOHENSTEIN,Roza,woman,Poland,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,"Committee on Civil Liberties, Justice and Home Affairs",0,0,0
3214,144278,96776,THUN UND HOHENSTEIN,Roza,woman,Poland,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,"Committee on Civil Liberties, Justice and Home Affairs",0,0,0
3242,144306,96776,THUN UND HOHENSTEIN,Roza,woman,Poland,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee on the Internal Market and Consumer Protection,0,0,0
3243,144307,96776,THUN UND HOHENSTEIN,Roza,woman,Poland,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee on the Internal Market and Consumer Protection,0,0,0
3263,144327,96776,THUN UND HOHENSTEIN,Roza,woman,Poland,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation for relations with Israel,0,0,0
3264,144328,96776,THUN UND HOHENSTEIN,Roza,woman,Poland,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation for relations with Israel,0,0,0
3269,144333,96776,THUN UND HOHENSTEIN,Roza,woman,Poland,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation for relations with Palestine,0,0,0
3270,144334,96776,THUN UND HOHENSTEIN,Roza,woman,Poland,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation for relations with Palestine,0,0,0
3295,144359,96776,THUN UND HOHENSTEIN,Roza,woman,Poland,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation to the Parliamentary Assembly of the Union for the Mediterranean,0,0,0
3296,144360,96776,THUN UND HOHENSTEIN,Roza,woman,Poland,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation to the Parliamentary Assembly of the Union for the Mediterranean,0,0,0
3299,147171,124952,DANCE,Seb,man,United Kingdom,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
3300,147172,124952,DANCE,Seb,man,United Kingdom,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
3305,147177,124952,DANCE,Seb,man,United Kingdom,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Committee on Development,0,0,0
3306,147178,124952,DANCE,Seb,man,United Kingdom,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Committee on Development,0,0,0
3313,147185,124952,DANCE,Seb,man,United Kingdom,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
3314,147186,124952,DANCE,Seb,man,United Kingdom,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
3322,147194,124952,DANCE,Seb,man,United Kingdom,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Delegation for relations with the countries of Central America,0,0,0
3323,147195,124952,DANCE,Seb,man,United Kingdom,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Delegation for relations with the countries of Central America,0,0,0
3330,147202,124952,DANCE,Seb,man,United Kingdom,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Delegation to the ACP-EU Joint Parliamentary Assembly,0,0,0
3331,147203,124952,DANCE,Seb,man,United Kingdom,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Delegation to the ACP-EU Joint Parliamentary Assembly,0,0,0
3338,147210,124952,DANCE,Seb,man,United Kingdom,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Delegation to the Euro-Latin American Parliamentary Assembly,0,0,0
3339,147211,124952,DANCE,Seb,man,United Kingdom,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Delegation to the Euro-Latin American Parliamentary Assembly,0,0,0
3342,152566,124809,SCHULZE,Sven,man,Germany,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
3343,152567,124809,SCHULZE,Sven,man,Germany,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
3344,152568,124809,SCHULZE,Sven,man,Germany,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,"Committee of Inquiry to investigate alleged contraventions and maladministration in the application of Union law in relation to money laundering, tax avoidance and tax evasion",0,0,0
3347,152571,124809,SCHULZE,Sven,man,Germany,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee on Employment and Social Affairs,0,0,0
3348,152572,124809,SCHULZE,Sven,man,Germany,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee on Employment and Social Affairs,0,0,0
3351,152575,124809,SCHULZE,Sven,man,Germany,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,"Committee on Industry, Research and Energy",0,0,0
3357,152581,124809,SCHULZE,Sven,man,Germany,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on International Trade,0,0,0
3360,152584,124809,SCHULZE,Sven,man,Germany,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Petitions,0,0,0
3361,152585,124809,SCHULZE,Sven,man,Germany,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Petitions,0,0,0
3369,152593,124809,SCHULZE,Sven,man,Germany,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Regional Development,0,0,0
3370,152594,124809,SCHULZE,Sven,man,Germany,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Regional Development,0,0,0
3374,152598,124809,SCHULZE,Sven,man,Germany,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation for relations with the countries of Southeast Asia and the Association of Southeast Asian Nations (ASEAN),0,0,0
3375,152599,124809,SCHULZE,Sven,man,Germany,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation for relations with the countries of Southeast Asia and the Association of Southeast Asian Nations (ASEAN),0,0,0
3383,152607,124809,SCHULZE,Sven,man,Germany,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation for relations with the Mashreq countries,0,0,0
3384,152608,124809,SCHULZE,Sven,man,Germany,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation for relations with the Mashreq countries,0,0,0
