level_0,index,mep_id,last_name,first_name_y,gender,country,term_number,year,group,position,section,description,ep_president,ep_vp,ep_quaestor
902,54973,38511,MAYER,Georg,man,Austria,8,2016.0,Europe of Nations and Freedom Group,Member,Substitute,Delegation for relations with Mercosur,0,0,0
903,54974,38511,MAYER,Georg,man,Austria,8,2017.0,Europe of Nations and Freedom Group,Member,Substitute,Delegation for relations with Mercosur,0,0,0
909,54980,38511,MAYER,Georg,man,Austria,8,2016.0,Europe of Nations and Freedom Group,Member,Member,Delegation for relations with the countries of South Asia,0,0,0
910,54981,38511,MAYER,Georg,man,Austria,8,2017.0,Europe of Nations and Freedom Group,Member,Member,Delegation for relations with the countries of South Asia,0,0,0
930,55001,38511,MAYER,Georg,man,Austria,8,2016.0,Europe of Nations and Freedom Group,Member,Member,Delegation to the Euro-Latin American Parliamentary Assembly,0,0,0
931,55002,38511,MAYER,Georg,man,Austria,8,2017.0,Europe of Nations and Freedom Group,Member,Member,Delegation to the Euro-Latin American Parliamentary Assembly,0,0,0
943,56867,96940,GERBRANDY,Gerben-Jan,man,Netherlands,8,2016.0,Group of the Alliance of Liberals and Democrats for Europe,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
944,56868,96940,GERBRANDY,Gerben-Jan,man,Netherlands,8,2017.0,Group of the Alliance of Liberals and Democrats for Europe,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
953,56877,96940,GERBRANDY,Gerben-Jan,man,Netherlands,8,2016.0,Group of the Alliance of Liberals and Democrats for Europe,Member,Substitute,Committee on Budgetary Control,0,0,0
954,56878,96940,GERBRANDY,Gerben-Jan,man,Netherlands,8,2017.0,Group of the Alliance of Liberals and Democrats for Europe,Member,Substitute,Committee on Budgetary Control,0,0,0
969,56893,96940,GERBRANDY,Gerben-Jan,man,Netherlands,8,2016.0,Group of the Alliance of Liberals and Democrats for Europe,Member,Substitute,"Committee on Industry, Research and Energy",0,0,0
970,56894,96940,GERBRANDY,Gerben-Jan,man,Netherlands,8,2017.0,Group of the Alliance of Liberals and Democrats for Europe,Member,Substitute,"Committee on Industry, Research and Energy",0,0,0
983,56907,96940,GERBRANDY,Gerben-Jan,man,Netherlands,8,2016.0,Group of the Alliance of Liberals and Democrats for Europe,Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
984,56908,96940,GERBRANDY,Gerben-Jan,man,Netherlands,8,2017.0,Group of the Alliance of Liberals and Democrats for Europe,Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
997,56921,96940,GERBRANDY,Gerben-Jan,man,Netherlands,8,2016.0,Group of the Alliance of Liberals and Democrats for Europe,Member,Substitute,Delegation for relations with the People's Republic of China,0,0,0
998,56922,96940,GERBRANDY,Gerben-Jan,man,Netherlands,8,2017.0,Group of the Alliance of Liberals and Democrats for Europe,Member,Substitute,Delegation for relations with the People's Republic of China,0,0,0
1011,56935,96940,GERBRANDY,Gerben-Jan,man,Netherlands,8,2016.0,Group of the Alliance of Liberals and Democrats for Europe,Member,Member,Delegation to the EU-Russia Parliamentary Cooperation Committee,0,0,0
1012,56936,96940,GERBRANDY,Gerben-Jan,man,Netherlands,8,2017.0,Group of the Alliance of Liberals and Democrats for Europe,Member,Member,Delegation to the EU-Russia Parliamentary Cooperation Committee,0,0,0
1030,63740,124823,HENKEL,Hans-Olaf,man,Germany,8,2016.0,European Conservatives and Reformists Group,Vice Chair,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1031,63741,124823,HENKEL,Hans-Olaf,man,Germany,8,2017.0,European Conservatives and Reformists Group,Vice Chair,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1034,63744,124823,HENKEL,Hans-Olaf,man,Germany,8,2016.0,European Conservatives and Reformists Group,Vice Chair,Substitute,Committee on Foreign Affairs,0,0,0
1037,63747,124823,HENKEL,Hans-Olaf,man,Germany,8,2016.0,European Conservatives and Reformists Group,Vice Chair,Vice Chair,"Committee on Industry, Research and Energy",0,0,0
1038,63748,124823,HENKEL,Hans-Olaf,man,Germany,8,2017.0,European Conservatives and Reformists Group,Vice Chair,Vice Chair,"Committee on Industry, Research and Energy",0,0,0
1043,63753,124823,HENKEL,Hans-Olaf,man,Germany,8,2016.0,European Conservatives and Reformists Group,Vice Chair,Substitute,Delegation for relations with Japan,0,0,0
1044,63754,124823,HENKEL,Hans-Olaf,man,Germany,8,2017.0,European Conservatives and Reformists Group,Vice Chair,Substitute,Delegation for relations with Japan,0,0,0
1047,63757,124823,HENKEL,Hans-Olaf,man,Germany,8,2016.0,European Conservatives and Reformists Group,Vice Chair,Substitute,Delegation for relations with the People's Republic of China,0,0,0
1048,63758,124823,HENKEL,Hans-Olaf,man,Germany,8,2017.0,European Conservatives and Reformists Group,Vice Chair,Substitute,Delegation for relations with the People's Republic of China,0,0,0
1053,63763,124823,HENKEL,Hans-Olaf,man,Germany,8,2016.0,European Conservatives and Reformists Group,Vice Chair,Member,Subcommittee on Human Rights,0,0,0
1054,63764,124823,HENKEL,Hans-Olaf,man,Germany,8,2017.0,European Conservatives and Reformists Group,Vice Chair,Member,Subcommittee on Human Rights,0,0,0
1057,68562,102886,GALL-PELCZ,Ildiko,woman,Hungary,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1058,68563,102886,GALL-PELCZ,Ildiko,woman,Hungary,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1059,68564,102886,GALL-PELCZ,Ildiko,woman,Hungary,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,"Committee of Inquiry to investigate alleged contraventions and maladministration in the application of Union law in relation to money laundering, tax avoidance and tax evasion",0,0,0
1060,68565,102886,GALL-PELCZ,Ildiko,woman,Hungary,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,"Committee of Inquiry to investigate alleged contraventions and maladministration in the application of Union law in relation to money laundering, tax avoidance and tax evasion",0,0,0
1069,68574,102886,GALL-PELCZ,Ildiko,woman,Hungary,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Economic and Monetary Affairs,0,0,0
1070,68575,102886,GALL-PELCZ,Ildiko,woman,Hungary,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Economic and Monetary Affairs,0,0,0
1079,68584,102886,GALL-PELCZ,Ildiko,woman,Hungary,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee on the Internal Market and Consumer Protection,0,0,0
1080,68585,102886,GALL-PELCZ,Ildiko,woman,Hungary,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee on the Internal Market and Consumer Protection,0,0,0
1083,68588,102886,GALL-PELCZ,Ildiko,woman,Hungary,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Womens Rights and Gender Equality,0,0,0
1084,68589,102886,GALL-PELCZ,Ildiko,woman,Hungary,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Womens Rights and Gender Equality,0,0,0
1092,68597,102886,GALL-PELCZ,Ildiko,woman,Hungary,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation for relations with South Africa,0,0,0
1093,68598,102886,GALL-PELCZ,Ildiko,woman,Hungary,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation for relations with South Africa,0,0,0
1098,68603,102886,GALL-PELCZ,Ildiko,woman,Hungary,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation for relations with the countries of Southeast Asia and the Association of Southeast Asian Nations (ASEAN),0,0,0
1099,68604,102886,GALL-PELCZ,Ildiko,woman,Hungary,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation for relations with the countries of Southeast Asia and the Association of Southeast Asian Nations (ASEAN),0,0,0
1106,68611,102886,GALL-PELCZ,Ildiko,woman,Hungary,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Parliament's Bureau,0,0,0
1107,68612,102886,GALL-PELCZ,Ildiko,woman,Hungary,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Parliament's Bureau,0,0,0
1110,68615,102886,GALL-PELCZ,Ildiko,woman,Hungary,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Special Committee on Tax Rulings and Other Measures Similar in Nature or Effect (TAXE 2),0,0,0
1113,71708,96842,ERTUG,Ismail,man,Germany,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1114,71709,96842,ERTUG,Ismail,man,Germany,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1128,71723,96842,ERTUG,Ismail,man,Germany,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,"Committee on the Environment, Public Health and Food Safety",0,0,0
1129,71724,96842,ERTUG,Ismail,man,Germany,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,"Committee on the Environment, Public Health and Food Safety",0,0,0
1140,71735,96842,ERTUG,Ismail,man,Germany,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee on Transport and Tourism,0,0,0
1141,71736,96842,ERTUG,Ismail,man,Germany,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee on Transport and Tourism,0,0,0
1162,71757,96842,ERTUG,Ismail,man,Germany,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Delegation for relations with the countries of Southeast Asia and the Association of Southeast Asian Nations (ASEAN),0,0,0
1163,71758,96842,ERTUG,Ismail,man,Germany,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Delegation for relations with the countries of Southeast Asia and the Association of Southeast Asian Nations (ASEAN),0,0,0
1172,71767,96842,ERTUG,Ismail,man,Germany,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Delegation to the ACP-EU Joint Parliamentary Assembly,0,0,0
1173,71768,96842,ERTUG,Ismail,man,Germany,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Delegation to the ACP-EU Joint Parliamentary Assembly,0,0,0
1178,71773,96842,ERTUG,Ismail,man,Germany,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,"Delegation to the EU-Kazakhstan, EU-Kyrgyzstan, EU-Uzbekistan and EU-Tajikistan Parliamentary Cooperation Committees and for relations with Turkmenistan and Mongolia",0,0,0
1179,71774,96842,ERTUG,Ismail,man,Germany,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,"Delegation to the EU-Kazakhstan, EU-Kyrgyzstan, EU-Uzbekistan and EU-Tajikistan Parliamentary Cooperation Committees and for relations with Turkmenistan and Mongolia",0,0,0
1188,72129,124929,STEFANEC,Ivan,man,Slovakia,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1189,72130,124929,STEFANEC,Ivan,man,Slovakia,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1190,72131,124929,STEFANEC,Ivan,man,Slovakia,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,"Committee of Inquiry to investigate alleged contraventions and maladministration in the application of Union law in relation to money laundering, tax avoidance and tax evasion",0,0,0
1191,72132,124929,STEFANEC,Ivan,man,Slovakia,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,"Committee of Inquiry to investigate alleged contraventions and maladministration in the application of Union law in relation to money laundering, tax avoidance and tax evasion",0,0,0
1194,72135,124929,STEFANEC,Ivan,man,Slovakia,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Budgets,0,0,0
1195,72136,124929,STEFANEC,Ivan,man,Slovakia,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Budgets,0,0,0
1206,72147,124929,STEFANEC,Ivan,man,Slovakia,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee on the Internal Market and Consumer Protection,0,0,0
1207,72148,124929,STEFANEC,Ivan,man,Slovakia,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee on the Internal Market and Consumer Protection,0,0,0
1224,72165,124929,STEFANEC,Ivan,man,Slovakia,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation for relations with the countries of South Asia,0,0,0
1225,72166,124929,STEFANEC,Ivan,man,Slovakia,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation for relations with the countries of South Asia,0,0,0
1231,72172,124929,STEFANEC,Ivan,man,Slovakia,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation to the EU-Ukraine Parliamentary Association Committee,0,0,0
1232,72173,124929,STEFANEC,Ivan,man,Slovakia,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation to the EU-Ukraine Parliamentary Association Committee,0,0,0
1243,72184,124929,STEFANEC,Ivan,man,Slovakia,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation to the Euronest Parliamentary Assembly,0,0,0
1244,72185,124929,STEFANEC,Ivan,man,Slovakia,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation to the Euronest Parliamentary Assembly,0,0,0
1259,72200,124929,STEFANEC,Ivan,man,Slovakia,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Subcommittee on Human Rights,0,0,0
1260,72201,124929,STEFANEC,Ivan,man,Slovakia,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Subcommittee on Human Rights,0,0,0
1269,72522,28257,BELET,Ivo,man,Belgium,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Vice Chair,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1270,72523,28257,BELET,Ivo,man,Belgium,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Vice Chair,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1303,72556,28257,BELET,Ivo,man,Belgium,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
1304,72557,28257,BELET,Ivo,man,Belgium,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
1309,72562,28257,BELET,Ivo,man,Belgium,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Transport and Tourism,0,0,0
1310,72563,28257,BELET,Ivo,man,Belgium,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Transport and Tourism,0,0,0
1315,72568,28257,BELET,Ivo,man,Belgium,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation for relations with India,0,0,0
1316,72569,28257,BELET,Ivo,man,Belgium,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation for relations with India,0,0,0
1340,72593,28257,BELET,Ivo,man,Belgium,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation for relations with the NATO Parliamentary Assembly,0,0,0
1341,72594,28257,BELET,Ivo,man,Belgium,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation for relations with the NATO Parliamentary Assembly,0,0,0
1346,72599,28257,BELET,Ivo,man,Belgium,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation for relations with the United States,0,0,0
1347,72600,28257,BELET,Ivo,man,Belgium,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation for relations with the United States,0,0,0
1364,72617,28257,BELET,Ivo,man,Belgium,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Special Committee on Terrorism,0,0,0
1371,72624,28257,BELET,Ivo,man,Belgium,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Subcommittee on Security and Defence,0,0,0
1372,72625,28257,BELET,Ivo,man,Belgium,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Subcommittee on Security and Defence,0,0,0
1377,78554,124770,JALKH,Jean-Francois,man,France,8,2016.0,Europe of Nations and Freedom Group,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1378,78555,124770,JALKH,Jean-Francois,man,France,8,2017.0,Europe of Nations and Freedom Group,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1379,78556,124770,JALKH,Jean-Francois,man,France,8,2017.0,Europe of Nations and Freedom Group,Member,Member,Committee on Budgetary Control,0,0,0
1391,78568,124770,JALKH,Jean-Francois,man,France,8,2016.0,Europe of Nations and Freedom Group,Member,Substitute,Committee on Employment and Social Affairs,0,0,0
1392,78569,124770,JALKH,Jean-Francois,man,France,8,2017.0,Europe of Nations and Freedom Group,Member,Substitute,Committee on Employment and Social Affairs,0,0,0
1395,78572,124770,JALKH,Jean-Francois,man,France,8,2016.0,Europe of Nations and Freedom Group,Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
1396,78573,124770,JALKH,Jean-Francois,man,France,8,2017.0,Europe of Nations and Freedom Group,Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
1401,78578,124770,JALKH,Jean-Francois,man,France,8,2016.0,Europe of Nations and Freedom Group,Member,Substitute,Delegation for relations with Japan,0,0,0
1402,78579,124770,JALKH,Jean-Francois,man,France,8,2017.0,Europe of Nations and Freedom Group,Member,Substitute,Delegation for relations with Japan,0,0,0
1405,78582,124770,JALKH,Jean-Francois,man,France,8,2016.0,Europe of Nations and Freedom Group,Member,Member,Delegation for relations with South Africa,0,0,0
1406,78583,124770,JALKH,Jean-Francois,man,France,8,2017.0,Europe of Nations and Freedom Group,Member,Member,Delegation for relations with South Africa,0,0,0
1415,80266,124807,GIESEKE,Jens,man,Germany,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1416,80267,124807,GIESEKE,Jens,man,Germany,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1419,80270,124807,GIESEKE,Jens,man,Germany,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Agriculture and Rural Development,0,0,0
1420,80271,124807,GIESEKE,Jens,man,Germany,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Agriculture and Rural Development,0,0,0
1425,80276,124807,GIESEKE,Jens,man,Germany,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Fisheries,0,0,0
1426,80277,124807,GIESEKE,Jens,man,Germany,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Fisheries,0,0,0
1440,80291,124807,GIESEKE,Jens,man,Germany,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
1441,80292,124807,GIESEKE,Jens,man,Germany,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
1462,80313,124807,GIESEKE,Jens,man,Germany,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation for relations with India,0,0,0
1463,80314,124807,GIESEKE,Jens,man,Germany,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation for relations with India,0,0,0
1488,80339,124807,GIESEKE,Jens,man,Germany,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation to the EU-Moldova Parliamentary Association Committee,0,0,0
1489,80340,124807,GIESEKE,Jens,man,Germany,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation to the EU-Moldova Parliamentary Association Committee,0,0,0
1500,80351,124807,GIESEKE,Jens,man,Germany,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation to the Euronest Parliamentary Assembly,0,0,0
1501,80352,124807,GIESEKE,Jens,man,Germany,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation to the Euronest Parliamentary Assembly,0,0,0
1507,85656,125044,BLANCO LOPEZ,Jose,man,Spain,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1508,85657,125044,BLANCO LOPEZ,Jose,man,Spain,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1509,85658,125044,BLANCO LOPEZ,Jose,man,Spain,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Committee on Budgetary Control,0,0,0
1514,85663,125044,BLANCO LOPEZ,Jose,man,Spain,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Committee on Fisheries,0,0,0
1515,85664,125044,BLANCO LOPEZ,Jose,man,Spain,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Committee on Fisheries,0,0,0
1520,85669,125044,BLANCO LOPEZ,Jose,man,Spain,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,"Committee on Industry, Research and Energy",0,0,0
1521,85670,125044,BLANCO LOPEZ,Jose,man,Spain,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,"Committee on Industry, Research and Energy",0,0,0
1527,85676,125044,BLANCO LOPEZ,Jose,man,Spain,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Committee on Transport and Tourism,0,0,0
1528,85677,125044,BLANCO LOPEZ,Jose,man,Spain,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Committee on Transport and Tourism,0,0,0
1531,85680,125044,BLANCO LOPEZ,Jose,man,Spain,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Delegation to the ACP-EU Joint Parliamentary Assembly,0,0,0
1532,85681,125044,BLANCO LOPEZ,Jose,man,Spain,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Delegation to the ACP-EU Joint Parliamentary Assembly,0,0,0
1537,85686,125044,BLANCO LOPEZ,Jose,man,Spain,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Delegation to the Cariforum-EU Parliamentary Committee,0,0,0
1538,85687,125044,BLANCO LOPEZ,Jose,man,Spain,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Delegation to the Cariforum-EU Parliamentary Committee,0,0,0
1544,85693,125044,BLANCO LOPEZ,Jose,man,Spain,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Vice Chair,Delegation to the EU-Mexico Joint Parliamentary Committee,0,0,0
1545,85694,125044,BLANCO LOPEZ,Jose,man,Spain,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Vice Chair,Delegation to the EU-Mexico Joint Parliamentary Committee,0,0,0
1550,85699,125044,BLANCO LOPEZ,Jose,man,Spain,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Delegation to the Euro-Latin American Parliamentary Assembly,0,0,0
1551,85700,125044,BLANCO LOPEZ,Jose,man,Spain,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Delegation to the Euro-Latin American Parliamentary Assembly,0,0,0
1554,88754,96956,GIRLING,Julie,woman,United Kingdom,8,2016.0,European Conservatives and Reformists Group,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1555,88755,96956,GIRLING,Julie,woman,United Kingdom,8,2017.0,European Conservatives and Reformists Group,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1561,88761,96956,GIRLING,Julie,woman,United Kingdom,8,2016.0,European Conservatives and Reformists Group,Member,Substitute,Committee on Agriculture and Rural Development,0,0,0
1562,88762,96956,GIRLING,Julie,woman,United Kingdom,8,2017.0,European Conservatives and Reformists Group,Member,Substitute,Committee on Agriculture and Rural Development,0,0,0
1574,88774,96956,GIRLING,Julie,woman,United Kingdom,8,2017.0,European Conservatives and Reformists Group,Member,Substitute,Committee on Fisheries,0,0,0
1583,88783,96956,GIRLING,Julie,woman,United Kingdom,8,2016.0,European Conservatives and Reformists Group,Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
1584,88784,96956,GIRLING,Julie,woman,United Kingdom,8,2017.0,European Conservatives and Reformists Group,Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
1589,88789,96956,GIRLING,Julie,woman,United Kingdom,8,2016.0,European Conservatives and Reformists Group,Member,Substitute,Committee on Womens Rights and Gender Equality,0,0,0
1590,88790,96956,GIRLING,Julie,woman,United Kingdom,8,2017.0,European Conservatives and Reformists Group,Member,Substitute,Committee on Womens Rights and Gender Equality,0,0,0
1601,88801,96956,GIRLING,Julie,woman,United Kingdom,8,2016.0,European Conservatives and Reformists Group,Member,Member,Delegation for relations with the countries of Southeast Asia and the Association of Southeast Asian Nations (ASEAN),0,0,0
1602,88802,96956,GIRLING,Julie,woman,United Kingdom,8,2017.0,European Conservatives and Reformists Group,Member,Member,Delegation for relations with the countries of Southeast Asia and the Association of Southeast Asian Nations (ASEAN),0,0,0
1613,89977,96868,DELLI,Karima,woman,France,8,2016.0,Group of the Greens/European Free Alliance,Member,Vice Chair,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1614,89978,96868,DELLI,Karima,woman,France,8,2017.0,Group of the Greens/European Free Alliance,Member,Vice Chair,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1630,89994,96868,DELLI,Karima,woman,France,8,2016.0,Group of the Greens/European Free Alliance,Member,Substitute,Committee on Employment and Social Affairs,0,0,0
1631,89995,96868,DELLI,Karima,woman,France,8,2017.0,Group of the Greens/European Free Alliance,Member,Substitute,Committee on Employment and Social Affairs,0,0,0
1642,90006,96868,DELLI,Karima,woman,France,8,2016.0,Group of the Greens/European Free Alliance,Member,Member,Committee on Transport and Tourism,0,0,0
1643,90007,96868,DELLI,Karima,woman,France,8,2017.0,Group of the Greens/European Free Alliance,Member,Chair,Committee on Transport and Tourism,0,0,0
1654,90018,96868,DELLI,Karima,woman,France,8,2016.0,Group of the Greens/European Free Alliance,Member,Substitute,Committee on Womens Rights and Gender Equality,0,0,0
1655,90019,96868,DELLI,Karima,woman,France,8,2017.0,Group of the Greens/European Free Alliance,Member,Substitute,Committee on Womens Rights and Gender Equality,0,0,0
1656,90020,96868,DELLI,Karima,woman,France,8,2017.0,Group of the Greens/European Free Alliance,Member,Member,Conference of Committee Chairs,0,0,0
1673,90037,96868,DELLI,Karima,woman,France,8,2016.0,Group of the Greens/European Free Alliance,Member,Member,Delegation for relations with India,0,0,0
1674,90038,96868,DELLI,Karima,woman,France,8,2017.0,Group of the Greens/European Free Alliance,Member,Member,Delegation for relations with India,0,0,0
1683,90225,97014,KADENBACH-RAZBORCAN,Karin,woman,Austria,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1684,90226,97014,KADENBACH-RAZBORCAN,Karin,woman,Austria,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
